No	From	To	Tokens	TokenBalance	Block	TxIndex	TxHash
2801	0x0000000000000000000000000000000000000000	0x05f952e0e8c6906d38b90e9bc8b8a2b7eb738ff6	478.68	21196586.231936884491463178	3918773	6	0x89a922c82b63694337d0c90cbd4041489656ac3dab835539e62dc5866b4ff706
2802	0x0000000000000000000000000000000000000000	0xc3b024cacf8370a8eac010b7c33d1e6298f193b6	622.284	21197208.515936884491463178	3918778	40	0x42e359626d7952e470aad385717dd886a2860054ae5663eaaf8202a1ba621d06
2803	0x0000000000000000000000000000000000000000	0x3eebfc3a6a03b4114013be679cfe36099dfad29b	143604	21340812.515936884491463178	3918785	0	0x129d4493ea429a6154870d1740f12d25f4bc26f792bcffad0a8daa191e82ce84
2804	0x0000000000000000000000000000000000000000	0x3baaa2cf6ade22acf2a487b37b86b3a50593f4f3	1005.228	21341817.743936884491463178	3918790	10	0x5a924e1fc4c3f5e148550bad7944d5e57a6fd6d4931aafd600ce56a941473729
2805	0x0000000000000000000000000000000000000000	0x96845d0b4870ed286fc45068a42de993f92c7208	38294.4	21380112.143936884491463178	3918806	0	0x0c403daca2825b93444dfcf48359cba6f82200e7021d79b70e68c80ad06fb3c6
2806	0x0000000000000000000000000000000000000000	0x1d3f4eb1bad05fcc6d633d51a9e264a69fd7fbc4	478.68	21380590.823936884491463178	3918813	28	0xa77bd7e11a4d691bf07d4e0576b1c3427f54dab59b8868fe90b5d5dfe4909ab9
2807	0x0000000000000000000000000000000000000000	0x24896b0180d6a33fb5205c9cbf72e65a4f762c9f	526.548	21381117.371936884491463178	3918831	3	0x450c0ed1bb352ce2af9d530475421cbe6ed60f82cfb13e1533aad5cd4b2b390e
2808	0x0000000000000000000000000000000000000000	0x1d3f4eb1bad05fcc6d633d51a9e264a69fd7fbc4	957.36	21382074.731936884491463178	3918847	42	0xe5ce02945d1587146f7d45fb9fd4600ce53e71dfc2664b7024f68d9d8047de8e
2809	0x0000000000000000000000000000000000000000	0x24896b0180d6a33fb5205c9cbf72e65a4f762c9f	430.812	21382505.543936884491463178	3918859	4	0x869fb4860fb7e6706317cea09a0702f9313837607de5d64845bc90aa38e00f0f
2810	0x0000000000000000000000000000000000000000	0x43aa0364909b44361bb638b315ba48cba00a764a	1196.7	21383702.243936884491463178	3918873	9	0x1a308434231d683a4c8c3f0ec8b729d4d5b7e9fe87f649e447c00746eaa482dc
2811	0x0000000000000000000000000000000000000000	0x6ddc6019b8ac143efddbb15eecb9d26d44283318	574.416	21384276.659936884491463178	3918879	20	0x488dcdf669345029d10208ca401edba40a2d56fd7c75ab7b939be570a18c43af
2812	0x0000000000000000000000000000000000000000	0xf5e6574f9f2c12d4a2e4fc1d6d5c4e76e10644a6	47.868	21384324.527936884491463178	3918899	2	0x61623549299ad0c3aad9b1893ef62cfd7b1a0507a9ae5d9d2c74f0c7f8735261
2813	0x0000000000000000000000000000000000000000	0x929daaeea12eced32768ae8ccf1b8123d49de7a3	981.294	21385305.821936884491463178	3918899	6	0xfd7956ba15b9423de74c5f646258b519244975d0223c12f3319c67a6acdd7d47
2814	0x0000000000000000000000000000000000000000	0x92e582c013dd179813c04fef7ca0283ee3397ce0	2872.08	21388177.901936884491463178	3918924	14	0x0faaf08d810a2a8acf69be80f96f70c18eaa850e6d6b9e1d6f9ff294b4bfa6b2
2815	0x0000000000000000000000000000000000000000	0xb24f30ee924dc28e31148c72a180bac610c9e232	47.868	21388225.769936884491463178	3918938	34	0x04f56de741a763e1fafd020c0811d83228ba55a462944c2fb320071d49a82ead
2816	0x0000000000000000000000000000000000000000	0x469d6b2819d2040c853251281df0e46f932d789d	478.68	21388704.449936884491463178	3918951	15	0x987a792a71ee0dbf992dc57407f2b443be9617c4dca90dc0cf388fb6f4b2d1d0
2817	0x0000000000000000000000000000000000000000	0xb24f30ee924dc28e31148c72a180bac610c9e232	430.812	21389135.261936884491463178	3918951	38	0xa4b5af3b0b00f33122912a985e9d6197bfac49c06b375c54f64ec643fc8b5436
2818	0x0000000000000000000000000000000000000000	0x2cadafe29d2b53b990742ccb2285e9dd9d6de037	478.68	21389613.941936884491463178	3918965	2	0xe3c238433863c4acab51df3563a5628e9a3ac0b06f840b2590046cc253d77994
2819	0x0000000000000000000000000000000000000000	0x95b422e81a4fe97d4c490ff57ad8ef3d1a5b5832	12924.36	21402538.301936884491463178	3918974	31	0xb3055b347db9cbde995b72ec3af9f83a3ad3c69aeaf0831cfc0837bf7a8a764e
2820	0x0000000000000000000000000000000000000000	0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0	55.0482	21402593.350136884491463178	3918991	3	0x9b6423ff3d148bcfd141c2ad8dee17657c6ccdedd8b4ce3e169563bc63a41728
2821	0x0000000000000000000000000000000000000000	0x26026dcd7c43a3a8f4c1d1589a6933715400882f	84.24768	21402677.597816884491463178	3919001	19	0x44e2c37e328e32a8e5aa6be2b03ff2f702a39ed1c63d8967b2b0b196c098bdcd
2822	0x0000000000000000000000000000000000000000	0xea56152d94d6dc1d69c90e1bb4a2ef8c79d4d49d	923.8524	21403601.450216884491463178	3919005	2	0x2828b6fcfefdc19633a6a845bf2f15a89e0caed3047f1dd81f885e689bcb1ab2
2823	0x0000000000000000000000000000000000000000	0x24dd7871dca2b239a442bd997aadfbe6f11b9c03	622.284	21404223.734216884491463178	3919012	17	0x70452a4275ae611717643440e0abfff2a4167d0e6f688126fe65efa044ae631b
2824	0x0000000000000000000000000000000000000000	0xe8c8c4620980bdbb2c214fc876f99242c58de1f3	2824.212	21407047.946216884491463178	3919017	1	0x79e91a1e4f6ba3f9eb84dfe748e57a754c60078a2bf8bb6116aa20043b3eac9a
2825	0x0000000000000000000000000000000000000000	0xf5e6574f9f2c12d4a2e4fc1d6d5c4e76e10644a6	426.0252	21407473.971416884491463178	3919021	9	0xb41597fdc851523fcb19ec4db2ac81417d79c4483344956e54642974e66a85c0
2826	0x0000000000000000000000000000000000000000	0x76a7914d82fcb90ad82c3a5f1232b6ca5efda27c	478.68	21407952.651416884491463178	3919024	5	0x8a27b6b394f8f6f1993ff0ebe6c8407b50648680d6a754d98a4c82695a1e2ed9
2827	0x0000000000000000000000000000000000000000	0x95b422e81a4fe97d4c490ff57ad8ef3d1a5b5832	191.472	21408144.123416884491463178	3919047	55	0xfd0446f143a577772a74d13c6d5f1ebf90f615017ca3bca176dcdfd6ac30a1ce
2828	0x0000000000000000000000000000000000000000	0x2cc17a82d927a66eaf39acf5dbedce7f5d351f1f	95.736	21408239.859416884491463178	3919051	40	0x3dc1c1e8ad4ed90b6d76cdcacd1d9b98931bcfc01c53a244a611248a119445bd
2829	0x0000000000000000000000000000000000000000	0x2cc17a82d927a66eaf39acf5dbedce7f5d351f1f	335.076	21408574.935416884491463178	3919060	19	0xf1c9c720139255d458e24b6165cf239e5b80ccb2dec801912deb9b443de00c42
2830	0x0000000000000000000000000000000000000000	0x2714192fff07a9809b4bbe6524657477c81e511a	143.604	21408718.539416884491463178	3919118	1	0xfa566ad6fedb7a7bf4b8c49fa50e70e8e507f7d90e4797afd3f2657aec528fba
2831	0x0000000000000000000000000000000000000000	0xb0cbf149ba9e7d0efb63235a08768a7b63f0652f	1436.04	21410154.579416884491463178	3919121	17	0x53d370318251df83e63a00f1d159f3112010224db1da653e6a99896b6808245d
2832	0x0000000000000000000000000000000000000000	0x9f1c9e8609e355cb83dfb555ddf672043e627979	2823.73332	21412978.312736884491463178	3919121	35	0xdcb6bdcee39c5ad78712c6a0efabcd14dcc4da173fde6c4f1556ba7dd7071854
2833	0x0000000000000000000000000000000000000000	0x19022e6f3c328c3d17cc2fffd0724b8f91bfde98	47.868	21413026.180736884491463178	3919141	53	0x73cb9ce9b28571b16528cad537ce3e44143bfae1552bb8d90e341c66a059c217
2834	0x0000000000000000000000000000000000000000	0xa14d7a828a7a96fb9a81bafa28a72410d2ab1045	0.7387037628	21413026.919440647291463178	3919152	16	0x1af4649e84c66c16cb70b6421f078e44cf090c52ec8ee31d9143611954afd747
2835	0x0000000000000000000000000000000000000000	0x28d8c00ccff8dc2ef3e18614820e192a812f69f1	382.944	21413409.863440647291463178	3919162	2	0x35e3a8c80b66e9758f86566c60ff6a0b5dfc58dd5e50012b67c118cb6917a3a4
2836	0x0000000000000000000000000000000000000000	0xd0ede7a58852e4d8bb6eb5fcdec335e549248ec2	3.35076	21413413.214200647291463178	3919164	26	0x0844ee123af65fb690bd920909449c476af1af081d128332436eb94622d37382
2837	0x0000000000000000000000000000000000000000	0x3b3d486b31ccafb8d2e3147966bd7e5ed5825b8e	957.36	21414370.574200647291463178	3919225	0	0x501df6ea746e62cd99cb7c5bb46060b6ae7902914cf1b4241e107fa62b499f29
2838	0x0000000000000000000000000000000000000000	0x06a3ced7b3b7b9a43982f7385110d4027c82cb9a	1436.04	21415806.614200647291463178	3919247	23	0xd943fcfd9edb9d21edecc986423d640e1e83ae81fa1c03a8a9b5ccefc38f9a9e
2839	0x0000000000000000000000000000000000000000	0x41aa00ad3906f6036b473067ecf656179f03393b	239.34	21416045.954200647291463178	3919255	52	0x41792828a68e4d11d60a190c2af730fc3690d04fb3e5fb69bb50466e99973b16
2840	0x0000000000000000000000000000000000000000	0x3b3d486b31ccafb8d2e3147966bd7e5ed5825b8e	4.7868	21416050.741000647291463178	3919275	0	0x3b13d1ab86bea67d316b099124ccdc90b28c3e44dae7e36e930e7b4e0b0c1faf
2841	0x0000000000000000000000000000000000000000	0x06a3ced7b3b7b9a43982f7385110d4027c82cb9a	288.16536	21416338.906360647291463178	3919286	1	0x8f7c6ff48f04285997fb9953891541edd893b12cae75577e00fff98d80f751bc
2842	0x0000000000000000000000000000000000000000	0x3b3d486b31ccafb8d2e3147966bd7e5ed5825b8e	47.868	21416386.774360647291463178	3919289	1	0x916b45ceb4aa820cf75b43391962dbfbe77b8f13d1e4b17353004bfe1d1194bb
2843	0x0000000000000000000000000000000000000000	0xd54f87f2a9eedca8bd6b6ea0c2fe95456c768566	478.68	21416865.454360647291463178	3919295	35	0x95cd36cff517accdbc8fea054784aca94bfbb466ba2da25ab0dfe06abb5c1845
2844	0x0000000000000000000000000000000000000000	0xd1c347d57d646989de4554260b646617f14ea90f	9.5736	21416875.027960647291463178	3919304	87	0xf159296bb8480f2f7f2ca9dc309b40c1a981d0c9163a0265cfddc1f75f8294de
2845	0x0000000000000000000000000000000000000000	0x627b5e5df0946f35c6f2a66cd549932ea87e0c23	478.68	21417353.707960647291463178	3919311	118	0x8771aebfd615ee1965b39f8b63311c7acab6d4310765e1669a4b486e8ad28c08
2846	0x0000000000000000000000000000000000000000	0x42e21967f088cea324434227c8a1f4e3bfafa3e3	540.9084	21417894.616360647291463178	3919338	55	0xbd34baf3d4a51fc6dcbd378882c3a9d1c2537b6ad664e98991d5d7ad468cc631
2847	0x0000000000000000000000000000000000000000	0x3ba0f95f9211af05b2da56e5ad5f848ecfea6b6f	1723.248	21419617.864360647291463178	3919340	84	0xf59d3b72f3700686c2e7d64c1c793ee8d1428cfff9e74dc38134dcd2a923b154
2848	0x0000000000000000000000000000000000000000	0x22c4689cf7b9eb2475ba6792b4297bd8802565d7	47.868	21419665.732360647291463178	3919353	131	0xefdcfbf2747b3f376f45ca3e0734a73dce3343c391ed7aa961b115281e4bdf6a
2849	0x0000000000000000000000000000000000000000	0x19022e6f3c328c3d17cc2fffd0724b8f91bfde98	95.736	21419761.468360647291463178	3919386	43	0x2396d5cc926aa1632b5a0d766a39e4a5a2da1b3376e4c079a0e8c2057ddf0d07
2850	0x0000000000000000000000000000000000000000	0x22c4689cf7b9eb2475ba6792b4297bd8802565d7	1469.5476	21421231.015960647291463178	3919398	23	0xc56f92724e0fad5dc9abcd36bd65b73fdd3674ea52d6388e1b220918dc7e9029
2851	0x0000000000000000000000000000000000000000	0x52ff6c2e83624c1ec23cf3e444023d089ace1e42	119.67	21421350.685960647291463178	3919416	24	0xa82f991a92e9ddfb6d3c6c2f040f9b019e20d40d4f4a7a84179806d041b4ef3c
2852	0x0000000000000000000000000000000000000000	0xe47ce943570309d9397093c0061e21b2e66ffe68	478.68	21421829.365960647291463178	3919429	51	0xe5cfe4adb75acff4310a619d3cadfc942c6433456a4525ef3764b88747df0b12
2853	0x0000000000000000000000000000000000000000	0x4168814716e4ed77f1650e4afc729b2b013149c4	3350.76	21425180.125960647291463178	3919432	29	0x4db983fa6bdf35559dd637b26538275b3fafec22a93fee1382a00d01167c7c87
2854	0x0000000000000000000000000000000000000000	0xc0310890595b01d6d05595b12a82c70191cde8be	143.604	21425323.729960647291463178	3919437	59	0x3542adadc8b70400bc8ef0acd2f3ef01a508acc8f178d80188ff79e19c8fbbe0
2855	0x0000000000000000000000000000000000000000	0x70b1a17c49af5ecc2b4c8974e343179e6a8ffa7b	311.142	21425634.871960647291463178	3919565	8	0xf4d917724ad11e4e6c740fc2bfcaaa516de18b56125d018fcf0842291c90c10b
2856	0x0000000000000000000000000000000000000000	0x8d29504745e51803828df986e72a3fd55726b21c	239.34	21425874.211960647291463178	3919569	6	0xceefa442e6ba0941972411852dff37b953536b9c20068cc8385ea275d9cd3b13
2857	0x0000000000000000000000000000000000000000	0x85bad1dedbccdfafd231fe1c96b3a9bdd4e2e083	2393.4	21428267.611960647291463178	3919572	28	0x05a4eeb873f3bc58205b5ed2e2a0d01f5c9bd0ff6751fb89e8944427c2f6808a
2858	0x0000000000000000000000000000000000000000	0x179899d02c6c1c06a422969a3a7e4f5e266f7381	512.66628	21428780.278240647291463178	3919581	6	0x1150bf1b35408b105876dd6db6da47aa73a66ff951461b00002a7da1db09014e
2859	0x0000000000000000000000000000000000000000	0x7d02e99f7f9e19ac37d762c367f55e2fbcc4bbfd	478.68	21429258.958240647291463178	3919583	22	0xb6cc7b510167489e92e1d6e0ff7660a9771b1c22a3581e6d70a246f15aa8bda6
2860	0x0000000000000000000000000000000000000000	0xb574be92f6d2c9e65de8879b071fc1dd2161c488	239.34	21429498.298240647291463178	3919586	33	0xafeaf0f3231448d836d83564031ad9e92f9fcab32f28f8751897357ce9c64717
2861	0x0000000000000000000000000000000000000000	0xb66e4cd327c761fcbcac782909bde1518bcf55cd	957.36	21430455.658240647291463178	3919593	21	0x4f9ca1a81f94bd629dd544915a4d2c4ab736dd860d2918f4d494d8f59edafd8b
2862	0x0000000000000000000000000000000000000000	0xf842397b807d623aebb75c419cf318f490081dd4	191.472	21430647.130240647291463178	3919600	23	0x1720d656a1c1aef5eaec04ad24ecd46040cba344219cbe3ae6ec89a6efd84da3
2863	0x0000000000000000000000000000000000000000	0xfa1c732bf487bf3128a4658ca7ab8d303c036d19	7678.0272	21438325.157440647291463178	3919601	36	0x40918819ce4fe5ae5b0dbafdc11bf18ad8c0022721bebde097065026b5f27d93
2864	0x0000000000000000000000000000000000000000	0xf5e6574f9f2c12d4a2e4fc1d6d5c4e76e10644a6	2388.6132	21440713.770640647291463178	3919607	3	0x6beddb2da351b37b012d1d51f222740252cc93ce7ffa243ff8bc00dfa4d3ad79
2865	0x0000000000000000000000000000000000000000	0xeee342614b099fafa22f9a489f59d671af1fb32b	239.34	21440953.110640647291463178	3919611	76	0xd5264a0268f49bc020189f038f67804deddc759acdae657cb66d411055bcd34d
2866	0x0000000000000000000000000000000000000000	0x694311dc3d706062dda60fd8db933a2400423826	479.603957665989772437	21441432.714598313281235615	3919615	27	0xaaefdfd22e4fda393836e38575d9a39a7603e66baf5f1d1c93004b1ef9f4e5f3
2867	0x0000000000000000000000000000000000000000	0x85bad1dedbccdfafd231fe1c96b3a9bdd4e2e083	2393.4	21443826.114598313281235615	3919624	40	0x1e8eaa18d3af9f94602bdcd82044bb6b4bc9ba85620904ce113549baf3dbd35c
2868	0x0000000000000000000000000000000000000000	0x3be801b5f6ef8c1f87a83127100b9c2c9fd18b53	239.34	21444065.454598313281235615	3919624	46	0xcd115377d74264ee8ca3256d7b95848bf7a5793b489b447b6070d6841ad725bd
2869	0x0000000000000000000000000000000000000000	0x4eb12ba2b89863b29321dc0018d7c49f00272013	356.6166	21444422.071198313281235615	3919652	57	0x8662d61d06a2cbfc44aac5056da2ca07368d750640af87d8691850b775f95769
2870	0x0000000000000000000000000000000000000000	0x0082c88ded0e661da9d12d521d0ca0882739c11f	71.802	21444493.873198313281235615	3919656	29	0x7bb4bb999c58bf1287f6007ee3a98ecf6c90106bd928be500aa64356be48a4a2
2871	0x0000000000000000000000000000000000000000	0x59cb7782cde686f5d19313a513d6eb95bdae60a8	239.34	21444733.213198313281235615	3919672	36	0x2d3c23c572e32846019c994811d82b6f5462b0f453489f59cd8c8426eabc4aa9
2872	0x0000000000000000000000000000000000000000	0x0082c88ded0e661da9d12d521d0ca0882739c11f	71.802	21444805.015198313281235615	3919675	16	0x9238db5707cd33e6433499ed3022c04084458f09b51c54827281e6671e33c043
2873	0x0000000000000000000000000000000000000000	0x6980a0566e65fca06c7b71b97be583f29e12111b	1436.04	21446241.055198313281235615	3919682	29	0x032de2b32bef5c27ee656c8db00bd0a3748cb0a1b6185b39852cd4c291c57139
2874	0x0000000000000000000000000000000000000000	0xeee342614b099fafa22f9a489f59d671af1fb32b	957.36	21447198.415198313281235615	3919706	60	0x9964f5e091358bf1de9e533dc19b1a9521e7f06dd4df27ac2e559000c1189121
2875	0x0000000000000000000000000000000000000000	0xdb79b36ca1b0cc077261a2480622f6c455c88fa0	3350.76	21450549.175198313281235615	3919737	40	0x1eed9e5c03120fff73be1af060bcefff5076eb65bb424fab38b404bc29a63afa
2876	0x0000000000000000000000000000000000000000	0x15ed2358fb4e96607480ca027a3ad0b1b3d872ba	2393.4	21452942.575198313281235615	3919760	15	0x7bd71c1f23870bcd4c38dcded977fbac7b39e699bfb06ba08c90a4fe737fa0b5
2877	0x0000000000000000000000000000000000000000	0x447847779a459ccdf79710454ec0df5d36fdb135	119.67	21453062.245198313281235615	3919789	58	0x03fddd01d7fdf412a2a466f5870583979ecef4ac79e96b419d69363f98be18af
2878	0x0000000000000000000000000000000000000000	0xb574be92f6d2c9e65de8879b071fc1dd2161c488	229.7664	21453292.011598313281235615	3919813	13	0xd9f4cdb6333daccbbf7a032794bdc356a55883601be4917652e31d4e38e3a960
2879	0x0000000000000000000000000000000000000000	0x52ff6c2e83624c1ec23cf3e444023d089ace1e42	119.67	21453411.681598313281235615	3919823	82	0x98900169c3d67a7e2479d7ebcac3717b5fc3195b7dfeb5f79c3bf6607c06f907
2880	0x0000000000000000000000000000000000000000	0x61f73211d045900b61089279c570211a45bcdf52	34.94364	21453446.625238313281235615	3919848	53	0x2538f6636863c40d7cb14a1370d32b8005463c1643f981d1db06dcca2da22269
2881	0x0000000000000000000000000000000000000000	0xdfeef7c96cbe59d76fe97e629c13f53c93f46b1a	95.736	21453542.361238313281235615	3919959	70	0xd4033142fa65b36b13a4d136c165b2d0714035104bd44c52108300a703a41d80
2882	0x0000000000000000000000000000000000000000	0x25379c46f374c1eb3cc0646da8b23fdaf7362a3c	478.68	21454021.041238313281235615	3919983	14	0x9336a19583195cbed1b56f72f46e6d5cc55029799503b84f396788c106c861ed
2883	0x0000000000000000000000000000000000000000	0xd9b368bbc477cfada4c4ae83b0f4c356c9a8bc93	119.67	21454140.711238313281235615	3920016	22	0x919df0f201bcd145ee219fdbd04ee45920def6544dc0c903b98fcc4bee346c00
2884	0x0000000000000000000000000000000000000000	0x579a9938f07065653bf8c2af77272afe825974ca	44.469372	21454185.180610313281235615	3920046	39	0xf73283cae1b7677599e6522c5248714291c42eb604408500f8b630cb0324f0de
2885	0x0000000000000000000000000000000000000000	0x660e067602dc965f10928b933f21ba6dcb2ece9c	2393.4	21456578.580610313281235615	3920048	66	0x4d35a14f0f73b873947d4c1c70c27e89d419b4f10636904a147f62aca0e82599
2886	0x0000000000000000000000000000000000000000	0x526f43fbf21cff45400272edd0b39604e4c9573f	1436.04	21458014.620610313281235615	3920051	0	0x0db57a45f2d06bb5762dd404592c49c9e48f2f52db6ee90e210fd3244743453c
2887	0x0000000000000000000000000000000000000000	0x1fa25add14b107c6afba20efd57ab61b905aaeff	1914.72	21459929.340610313281235615	3920089	33	0x2666f73a362db99a73ebb1f84ed439d1daeb230a216f8394831cbf55bcff6376
2888	0x0000000000000000000000000000000000000000	0x24409cdbfbffef1c5dd02a71aec9f5b8203020db	23934	21483863.340610313281235615	3920121	3	0x26901fa904bf8105dfe9d98e6064f7fba01aff1a52d9c2fcdad3e2f4f4021f82
2889	0x0000000000000000000000000000000000000000	0xd9b368bbc477cfada4c4ae83b0f4c356c9a8bc93	239.34	21484102.680610313281235615	3920154	123	0x4be3e5bfd29c8a82ce3efb99d28201b292eaec74cdd9985e61351d8bfdf09002
2890	0x0000000000000000000000000000000000000000	0x6afc2d3e5bda7402f3e6279692709be8f100006d	156.5854617372	21484259.266072050481235615	3920156	19	0xaf22511d1690320d3fd74b73c197e400e6d81f1105df3ab8069a49cd4d417bf0
2891	0x0000000000000000000000000000000000000000	0x3a4c9427d04c288691281a989aced7ad7c1ca239	19.1472	21484278.413272050481235615	3920189	6	0xf3dc1399470504ea7ec80d91172a620eab0ddb205b7fa7e1e361206d041d8145
2892	0x0000000000000000000000000000000000000000	0x06e08a7e417f7167264921a33ad3cf4e4dd34f09	957.36	21485235.773272050481235615	3920193	3	0xbd82683308556585556e9b26aa324d87edd12fdf79d023e057b1f885e5ca3b45
2893	0x0000000000000000000000000000000000000000	0x00aa6538c4a86c40ad3d80055d2c385c5fff8e1e	1196.7	21486432.473272050481235615	3920195	8	0x48ecb6bf2b43c7f97e22b0c2b25e30c31370cbe4a1d0f98086b335cf8c5e0516
2894	0x0000000000000000000000000000000000000000	0xb90bf1c39a56602293da0ac92c1fd7606cb156e1	4782.0132	21491214.486472050481235615	3920209	22	0x0244a52d19cdb7ecc2258cc3bbcaf2fc5f0bc453db0f7906089876a2483260c2
2895	0x0000000000000000000000000000000000000000	0xc845cbfb279d59b28cf61bcc830f8f4b2be4c3b1	191.472	21491405.958472050481235615	3920243	1	0x8e68684b6fd54015c3b518f5fe7974db6f502355e08a65cf0895d6141a5316e9
2896	0x0000000000000000000000000000000000000000	0x236b88a72a66edd57d305fade53eb221c6347179	718.02	21492123.978472050481235615	3920272	73	0x51252e58d3a04ca6a2ebb55f0d8d896e62b8e2080c2ab3e30b25ff81f870c8b2
2897	0x0000000000000000000000000000000000000000	0x1e0cc3a5526d0990c3b10575af88a146bbb0a8d2	5265.48	21497389.458472050481235615	3920277	6	0xec793f85e08d9af681548f1f2b24d0b848aafb0172af41230e1ff9baec066fc9
2898	0x0000000000000000000000000000000000000000	0xb0efa3d4e663c5489366e2291a0b1c936c36a175	66536.52	21563925.978472050481235615	3920279	190	0x3eb17d983f2b9febd153e30ddb2e66e954f0f34ec54c88155c25c7d6df6bf053
2899	0x0000000000000000000000000000000000000000	0x925efd60f1649cead34d34ae1fcdcc527d1fef12	143.604	21564069.582472050481235615	3920284	69	0xc1c68cf01898df2e3b435d454536dadc76b010e4f7eea866fca20426a71a8722
2900	0x0000000000000000000000000000000000000000	0xd5b02cf992f6748c894a46476ef8825134d2a060	478.68	21564548.262472050481235615	3920285	19	0x8fc3af3ba4fa24d8908156a6d81988fcdb8365b7415a1791940a3f6c8348fc43
2901	0x0000000000000000000000000000000000000000	0x3a4c9427d04c288691281a989aced7ad7c1ca239	191.472	21564739.734472050481235615	3920293	200	0x28fed1717183c5e2a7e35e5852a5b8a53322cead939fc453054faccb2b175701
2902	0x0000000000000000000000000000000000000000	0x925efd60f1649cead34d34ae1fcdcc527d1fef12	95.736	21564835.470472050481235615	3920304	15	0xdc1e4f7692dc44118c5d4a03b405205c59ae100dee750067f82ab5a8b2f6d32b
2903	0x0000000000000000000000000000000000000000	0xfd43bb5e51cd6558e6a3142a8b6dffdb909f4e30	478.68	21565314.150472050481235615	3920304	20	0xe352351c1012db3747bb43a1005b8a0f7b325ab9da1a6a4b9e1b3d5acc462f04
2904	0x0000000000000000000000000000000000000000	0x0a1867f048b57bf970b31fce9f4053fa9c48c47f	14360.4	21579674.550472050481235615	3920324	2	0x62cceb44545e2cd654a9c38ba0cfad7d135371e0d400cb29ea65a562d262a8fb
2905	0x0000000000000000000000000000000000000000	0x6d5b970cf71dfc5bab751a5867b3db263a15226c	105.3096	21579779.860072050481235615	3920332	40	0x6ec18e9fc32b74b541bd26f1f3e0b2307c12c5c969204815aafb360157e489b3
2906	0x0000000000000000000000000000000000000000	0x1e6c6cd7614f8189fcc46d3bcc8281f6be236c32	143.604	21579923.464072050481235615	3920342	21	0xbae8eeba87d44a6d1df0187081f34cac309bf7e653f08548caeee1d03827d47c
2907	0x0000000000000000000000000000000000000000	0x1e6c6cd7614f8189fcc46d3bcc8281f6be236c32	812.79864	21580736.262712050481235615	3920360	13	0x5716f7b885a104b955e53b36b962172aa5bd1cbb2587193fb9b4c271c11866e7
2908	0x0000000000000000000000000000000000000000	0x0156705ee9167db08a716b481f87b9c34fe44a6e	47.868	21580784.130712050481235615	3920378	11	0x9a3847ff2a36e6c13fffd164484d6ec560c30c9ecb7705cf607738026aa55e82
2909	0x0000000000000000000000000000000000000000	0x654ae9a08e15cea8d7d8bbce09f06ccc1cd8024a	2393.4	21583177.530712050481235615	3920448	22	0x7bcac45e8fba9fb5d89c7f7b667bf64b680224f10880ef57724bd9181bbd2e6d
2910	0x0000000000000000000000000000000000000000	0x23bd56f5f8f9dec5a071cbf9bd3908dbe31bacff	143.604	21583321.134712050481235615	3920458	60	0xebbd83b837f5be2277ee0f7078fec9daa45a7416b865de791a0653ab4d513f48
2911	0x0000000000000000000000000000000000000000	0xee4d4371759753d89c9e2f5ea63296cce6d1ac56	1052.16472806	21584373.299440110481235615	3920466	6	0xa885073e6f5f046e545435453a65dfef25d8082b8c0dd4a7b3ae8896a2c222b7
2912	0x0000000000000000000000000000000000000000	0x00a4f5ee82bc0606e0b5e76d4671daeca9cbd92d	478.68	21584851.979440110481235615	3920474	55	0xddec0606582b8d5cbc6f623c436c418e133e348a4ee92de972041fafdb62e8ad
2913	0x0000000000000000000000000000000000000000	0x644e6678fda88c39202eb7ce7120f6a549cede1d	4786.8	21589638.779440110481235615	3920488	26	0x24b41657fa2f91a4d59d892a890ff901878547666f83929cfe2172c4f9c39353
2914	0x0000000000000000000000000000000000000000	0x17e43a54fa131ef8cf31ab8b15c219002765ef0e	239.34	21589878.119440110481235615	3920492	1	0x9260f7587463f4b81c4171af18b81b3ba7c688e380e0619af8a5ea496388ff05
2915	0x0000000000000000000000000000000000000000	0xd5150323040403db652b8d5556afd62749cfc961	1196.7	21591074.819440110481235615	3920524	6	0x5ad2eb6179ed8a3efd107db7af49dc28347c038aaa069a0059d6ae4c550adbd4
2916	0x0000000000000000000000000000000000000000	0x7478cce9537ef0ff0dd2a50b17a447a2cf56def3	47.868	21591122.687440110481235615	3920524	7	0x6b55dee16ddd7ce21a0f1af4c63cded21b5c28e05e51b99b760509e8c99c67ba
2917	0x0000000000000000000000000000000000000000	0x0190bce30adce7bf505e5a64a86a69c09c402e79	4020.912	21595143.599440110481235615	3920647	0	0x9cd709d20c21cc44921c5cd1e1a4d42cec19e9380996c7f9e9f99fbe19f5ecb9
2918	0x0000000000000000000000000000000000000000	0xf771ab8a7aa60e0b229b2f551cc44eef96789174	191.472	21595335.071440110481235615	3920665	29	0x24cb67b20898c0ac5b42f3a8508333e987241781b9410aef2684f1b32b746a5e
2919	0x0000000000000000000000000000000000000000	0x5f467025429ee4a67291cd916e886ddb776786f8	59.835	21595394.906440110481235615	3920674	75	0xc3133043f20354af1b6bc5a64b1d36996d7562c0abc50076c7695248aa74de73
2920	0x0000000000000000000000000000000000000000	0xbe296fc850a66bf7da2488b887a34b9f309df52f	478.68	21595873.586440110481235615	3920737	11	0xce389a881a198f89802640d566062177fbf09fe362c902f7dee2ef7827e483c7
